#Tree ,MAE,RMSE,Correlation coefficient
8,4.095178763034781,5.765444114363202,0.6708377090563767
9,4.1526238777785585,5.76467560661135,0.6668187373382096
10,4.128082604203332,5.7557378198639695,0.6668348634302379
11,4.264697641095274,5.973551392144939,0.6203673839304253
12,4.132042386767072,5.72134020410889,0.6634633195842727
13,4.105204589740173,5.773879923036577,0.6534146315009959
14,3.972560636605203,5.555226862303494,0.6888946257737527
15,3.8914760546452913,5.3827305839353325,0.714130774580374
16,3.8303298767117533,5.293512666594025,0.7237097485357439
17,3.9013676381912887,5.403377855289959,0.7055410961724373
18,4.019449814938759,5.548502506300179,0.6886909845582845
19,3.9325218080927065,5.29578363522748,0.7293440513461363
20,3.8460291790690206,5.164865767497542,0.7472277839608072
21,3.936572795096138,5.278628078228836,0.7277509756938509
22,4.035580141943843,5.429476156098542,0.7098666861369757
23,4.013543009195245,5.413831904306573,0.7126527202936986
24,4.015851129958501,5.466555247645003,0.7045166920590068
25,4.06739387121204,5.602911683117102,0.6807593345985735
26,3.9841054930558437,5.481924674731659,0.6999095049910189
27,4.024093954404865,5.484492460678872,0.6971950185934979
28,4.010798034126683,5.509999909638107,0.6930232501825541
29,4.089282878966604,5.657660414410184,0.6708542081903152
30,4.049786944086739,5.576216381312075,0.6835498232650843
31,4.039120786331253,5.591264589131928,0.6855941703112747
32,4.051834218780829,5.631002637324608,0.6833605214739431
33,4.119933139051369,5.699844372087527,0.6762834247010424
34,4.099785892211193,5.638106556046375,0.6854140686368926
35,4.115217795877121,5.686116109252189,0.6815658859280742
36,4.081863067318288,5.611986130094669,0.6929485301099597
37,4.161958430905463,5.704014048098428,0.6785873896479621
38,4.12386244700187,5.631505443898743,0.6902541833638136
39,4.071399003547922,5.55098590313608,0.7028876777365461
40,4.015620697617456,5.469543966675702,0.7158445126931892
41,4.016320772706156,5.486445791403574,0.7122307151441748
42,4.019490275206708,5.491617407547017,0.711148652563331
43,4.023256763606181,5.4771530113665845,0.7109471129943019
44,4.0081846697093,5.441365587547787,0.720553274013143
45,3.997577631224254,5.43657953622302,0.7212948392415189
46,3.9953698255149135,5.40992499978425,0.7234592652488255
47,4.005235335046006,5.413424534881278,0.7227745517264286
48,4.069258077296637,5.486754997786598,0.7136427130265347
49,4.04689544066019,5.4349942279575325,0.7211288279497552
50,4.0844755278148,5.480640524497504,0.7121935199614432
51,4.072783211351128,5.458367188666576,0.7173840240465847
52,4.0958389430019615,5.50417813681089,0.7082912554144446
53,4.135397310715327,5.5465980445013905,0.7027948543788942
54,4.152413853836517,5.557402706286864,0.7022658208749515
55,4.135464567430097,5.557359438444075,0.7018261112245234
56,4.122912084716464,5.555612470687861,0.701960189697336
57,4.141530282813123,5.571951630289086,0.702357293044678
58,4.155647577730607,5.591718038673361,0.7024926486059289
59,4.192210907634057,5.6464629721326505,0.6947780450191109
60,4.186038861533002,5.6475253591169325,0.6939884447624346
61,4.206052258240153,5.685999707078927,0.6902895278991709
62,4.206409562594429,5.662581701978354,0.6928303965590856
63,4.237240506943291,5.700296630584753,0.6881194720195638
64,4.239928490714099,5.709389989674193,0.6853220941253321
65,4.262886049179933,5.752170319369551,0.6757801351458741
66,4.284749882380996,5.777689868854085,0.673130626662212
67,4.2492565150605595,5.720688414727178,0.6832929340340704
68,4.255767046266394,5.73240533508536,0.6809069010822777
69,4.276949271628056,5.76437831417746,0.6765817783576018
70,4.237379248019763,5.712291174739055,0.6857369005678362
71,4.2650733870977104,5.739842564680507,0.6817750411200145
72,4.228824329670845,5.688060930381379,0.6909261830355351
73,4.217817528151845,5.685967265126784,0.6909505658201419
74,4.189508812531897,5.642938010173078,0.6977456564334571
75,4.19950039338465,5.650616883742692,0.6961421829508279
76,4.185016921596922,5.612517871597267,0.702432183425692
77,4.173884442868322,5.57676033098592,0.7079100573210987
78,4.1727424888258176,5.581416489305986,0.7068373753374853
79,4.193908941638759,5.601652949940096,0.7055106650557168
80,4.178914970470519,5.598741856815653,0.7055533974379714
81,4.218475412972349,5.643022110731497,0.6986220951950789
82,4.225447616209656,5.6369142572625295,0.6975242736144677
83,4.217548512013844,5.6465275947212215,0.695217437348259
84,4.233473589599011,5.678308420343129,0.6878751482048754
85,4.23595676463356,5.695606990986195,0.6870854320011253
86,4.229435811119323,5.669913512440525,0.6908602459096471
87,4.224059644735302,5.675960022809022,0.689625959072182
88,4.203108163964621,5.648459484004283,0.6935949262608838
89,4.198610781247638,5.636477288625761,0.6942059803783607
90,4.2201517680156435,5.675553409272804,0.6882649155626289
91,4.225434511122426,5.665047689882329,0.6887822376316087
92,4.219735814274946,5.667073189831644,0.6880308199006335
93,4.229522633188008,5.682568716217175,0.6850371348784793
94,4.226321591199441,5.69530582831423,0.6824536720769376
95,4.213176240002744,5.669303475256178,0.6863897277454157
96,4.207411906770297,5.660162442558196,0.6864839268301148
97,4.185529622569792,5.632779401171842,0.6905378083474404
98,4.193369916285494,5.634747034971604,0.6923732240847577
99,4.207950862054436,5.661247464277744,0.6867336708170615
