#Tree ,MAE,RMSE,Correlation coefficient
8,5.273885030398059,6.000194846195195,0.7082060417951896
9,5.32191926156458,6.003869729023644,0.6947988593088812
10,5.5193517059848585,6.22975306422608,0.6559983579129623
11,5.484716011524228,6.251373556916453,0.6558536391663156
12,5.4681674744811675,6.2502507631548045,0.6585892719579354
13,5.532955466114358,6.358102586220843,0.6461445730589879
14,5.57293392150978,6.443960801737883,0.6344700380250184
15,5.760727399980464,6.560196040172662,0.5923522542880351
16,5.827638434155179,6.644190372243435,0.573983625782096
17,5.713158337415909,6.474985597412632,0.6096601733787549
18,5.729757928085155,6.492933778003789,0.614597931914675
19,5.732502912922064,6.498028445182582,0.6160224254793375
20,5.182419429237471,6.038619580528109,0.6750791689059191
21,5.24613758994148,6.142140929685516,0.6672809254803931
22,5.333977428578496,6.2526555789329255,0.6496124135608022
23,5.438873432583619,6.320446196016229,0.6316306145802527
24,5.512800891634833,6.417955810629676,0.6162839984840356
25,5.553940744975771,6.45558442647064,0.6120483032580126
26,5.483526684195464,6.331059209305172,0.6342194270663286
27,5.042252147928094,5.950273019367809,0.6826482325685517
28,5.078607694777244,5.962948148783526,0.6818803650463481
29,5.091329616545467,5.991553675707217,0.6800812272980478
30,5.126625844962474,6.024957880401087,0.6749118344551256
31,4.830586273174858,5.923090331895642,0.6676854770783297
32,4.858216313605798,5.950793143705958,0.6641084196355872
33,4.897674107965779,5.975601989034942,0.6612787877114696
34,4.947361664148161,6.013935541189061,0.6534878058135676
35,4.995205362766765,6.084942542917335,0.6437349991389639
36,4.986029481514662,6.070011925785278,0.6529251378459471
37,4.973059299747584,6.02870510053025,0.6616002067444957
38,5.0090212265986365,6.066423366642925,0.6553855227862924
39,5.031870806937308,6.089821535819514,0.6556399510142665
40,5.017598782583566,6.086462435245637,0.6616495891597152
41,5.0484399501807,6.11164149557714,0.6562753789631052
42,5.047531531081777,6.085165405931409,0.6656293909854333
43,5.0404922199868745,6.051043884662479,0.6722533460226875
44,5.068004871003751,6.0632238832453655,0.6702274402113071
45,5.090957992132332,6.077831667937914,0.6661371614522954
46,5.084305264881822,6.088294713523028,0.6692479838591368
47,5.052588836869607,6.0340210257986735,0.6803001189901295
48,5.022551719365937,5.977141920131429,0.6908202554551196
49,5.020303294064302,5.9888617540423335,0.6916007950611776
50,4.98966649948684,5.938840951102864,0.7002695135952837
51,5.010043926427054,5.952935183158706,0.6997057332459435
52,5.00382713684273,5.930128812789035,0.7054439600968571
53,5.0099669044410335,5.943338658608015,0.7016524699376676
54,4.997211889596394,5.906666154917229,0.7073942433438266
55,5.013917962331825,5.9024644250997635,0.7096012005353745
56,5.034342968579266,5.922604900348866,0.7077219065550633
57,5.016427398309394,5.888539837383399,0.7129730392340672
58,5.0459581196095895,5.9382006146123345,0.7052165638452429
59,5.071949474794622,5.953453940058497,0.7040595843286966
60,5.065999836587303,5.9389731217302995,0.7076682205637492
61,5.0924784898157425,5.973283108265695,0.7020535883795129
62,5.108925093876061,5.984280899464821,0.7016453897399167
63,5.087253272099298,5.948114455626151,0.7077573589462842
64,5.100117134488016,5.964765312109411,0.7045853948499959
65,4.975245295484369,5.888455484958298,0.7060689959247
66,4.967724118591262,5.871508875193393,0.7086140916779935
67,4.9464011922272135,5.831901963676634,0.7149159202219078
68,4.953391543319081,5.831987203963388,0.7162531379528364
69,4.969197900722316,5.833256493581965,0.7167131647009024
70,4.980844638634668,5.8421339060590975,0.7157815684889524
71,4.991203159238707,5.853979940101387,0.7139570209938445
72,4.990100722488508,5.858731836522527,0.7137812594902304
73,4.868533513598547,5.788121570961962,0.7148100632503072
74,4.860835507294627,5.7648907643385705,0.7179037568648633
75,4.86293205019,5.7524820376207115,0.7203430180985859
76,4.851632056014006,5.7595200835210525,0.7218582557042474
77,4.844797264714617,5.738318245760146,0.7260995834647864
78,4.865421685610307,5.738176025261077,0.7254130647752195
79,4.865768738373825,5.727192320188146,0.7267229983548719
80,4.884164700615669,5.744824683577943,0.7246142406481997
81,4.924728457720938,5.7790587377651645,0.7200364741096092
82,4.909244969485859,5.763293617291147,0.721563437015362
83,4.9295802558305315,5.783729106189969,0.7195549138027946
84,4.941322698440052,5.793804296153251,0.7179020938361442
85,4.95006043294669,5.795666694744222,0.7191344755694044
86,4.961160783994359,5.791735367835064,0.720075711222086
87,4.964237759806199,5.782774579915701,0.7214519340143356
88,4.985532668649453,5.804752813369336,0.7176980507586052
89,4.976018088113147,5.784928959721553,0.7225951155257306
90,4.975790970977954,5.775807711496849,0.7239586058214782
91,4.992001663937488,5.794208282723367,0.7219820247646255
92,4.973595636856702,5.771003158680359,0.7266104149564037
93,4.976830747423119,5.770720388499894,0.7264348286002964
94,4.962783209505998,5.764720926389594,0.7303480474599173
95,4.953427169522569,5.75026115912341,0.7332950358590328
96,4.964069165253637,5.761080332782605,0.7316577657945111
97,4.961500199223814,5.751742982725102,0.7326480676892896
98,4.957183355515606,5.745685053716451,0.7330666000222182
99,4.961481734486931,5.74773349076003,0.7327728107059213
