#Tree ,MAE,RMSE,Correlation coefficient
8,42.022983157139834,51.9156727822443,0.225330410886129
9,43.75510366550902,53.803799509338404,0.23181037677084423
10,46.768767442158996,57.18214044153115,0.19590764628964877
11,49.451435178640395,59.10983205828374,0.2611187882194137
12,49.19080330614953,58.296094078682074,0.23040424422730643
13,49.333472486099765,58.2731802609986,0.22448197872244968
14,47.766169390037575,56.59878957783779,0.23261556621954746
15,46.414236870608065,55.114506002203974,0.268311977476274
16,44.7879054712069,53.725091587103535,0.28971505019841565
17,45.17037072671323,54.257927857998666,0.2529291340371002
18,43.81365200896067,52.25006303223438,0.2557544694607082
19,44.68978208516224,53.11146356386766,0.24758427879413125
20,44.57861524777344,52.70735569112829,0.2602817699565789
21,45.319544101422096,53.4854813156029,0.26940463987697
22,45.584126017115004,53.57351593270463,0.26560950383691073
23,45.505656639868334,53.48900159879102,0.2518448924075133
24,45.631716641586166,53.29310120136728,0.2523947660833656
25,45.154323569464985,53.01195123721965,0.27101277221500275
26,44.47155253342029,52.485814773412,0.28366631414750726
27,44.773870444086384,52.89381779387397,0.2895700343233532
28,44.755674261656566,52.856784537169844,0.2755510714696437
29,44.571399405523536,52.98350811610969,0.26983544744547006
30,44.255017004999296,52.920482420998425,0.268083969383066
31,45.20537449398898,53.31192627229368,0.26408824777770357
32,44.83025689578968,53.01421712732726,0.2576519387787456
33,44.270893342165806,52.295121821819386,0.2674878162241573
34,44.73478274933032,52.57546747695544,0.2845422271101994
35,45.0224959329828,53.13716628372159,0.291917214377699
36,44.56857103269171,52.63484848405134,0.292442718267694
37,44.250026253179705,52.41226046787905,0.28816640261221477
38,44.13409145710264,52.49509321779425,0.2870687356904332
39,44.0651194800575,52.742067173656075,0.29075547297076865
40,43.47191619094603,51.867782417958495,0.3040273530578148
41,43.99176167428944,52.1178460149025,0.30428274117341847
42,45.14597017058061,53.09266568464376,0.2979394196400189
43,45.95511661813349,53.48044555626181,0.30286923995082216
44,45.1903555940086,52.612366574978225,0.30846239424993555
45,44.63662517575257,52.08615833462415,0.31221181204212517
46,44.429063840047625,51.90140656234165,0.3135628036009731
47,44.354187045522245,52.054626189856286,0.3122820894719828
48,44.94157543023741,52.6508362430696,0.2986548106028466
49,45.01763340228101,52.858523656603325,0.29936449035233803
50,44.55603583415352,52.168066377374686,0.30894642478557993
51,43.79079390743961,51.24090702522406,0.3130932185940199
52,43.33208845162358,50.74190040042927,0.31841200809814524
53,43.06506325991072,50.332308959738604,0.3188511751859242
54,43.327661087078226,50.68358995335953,0.31339599867218354
55,43.33851580194062,50.90763679221363,0.3073788780342025
56,43.80440276308637,51.15881514566927,0.31296810713914086
57,44.002979287371645,51.41043060568791,0.317447653464538
58,43.835729112344595,51.381711529856574,0.31009706210777915
59,43.94674701505515,51.59378565142608,0.3051338224899316
60,43.325788693346134,50.83785032004429,0.30739942321920855
61,42.93209303501837,50.28591242992736,0.3098008763852091
62,42.83457107452258,50.29824307216991,0.3044158542890757
63,42.322830523258986,49.72302229503145,0.30648052832681066
64,42.344354187982475,49.73704920819477,0.3077641149836413
65,42.5639083177696,49.89089959266746,0.31045343861584357
66,42.908295944078084,50.220019705292465,0.3152354045600687
67,42.82653646106034,50.154212663793665,0.3141049827616479
68,43.01478175364221,50.389018289711125,0.3132514842815876
69,43.21958265244513,50.533765512493126,0.3116732382638527
70,42.82480565107528,50.16528961760584,0.31124283904660743
71,42.535972285346084,49.91652711311366,0.3144789533253548
72,42.42303237779682,49.82631835733077,0.3116332454187007
73,42.101056359865126,49.307642356758734,0.3174864211836725
74,41.817253761306375,48.96371437224564,0.3138724246232131
75,41.55072947247249,48.69519096417991,0.3100144262039273
76,41.40042714671786,48.578112624576875,0.30809501565671504
77,41.943649112585405,49.04292016340917,0.3011024333203759
78,41.71721155055708,48.789265659800755,0.2999982107885614
79,41.56879827586973,48.57925430842362,0.30219630961575383
80,41.5080179542841,48.72137236185154,0.3041846469223671
81,41.399026381611144,48.71648086637261,0.30247459403290694
82,41.61185529692099,48.830872679848895,0.3018255416756522
83,41.840140092128216,49.09031371735354,0.3016895873493141
84,41.95869937133438,49.27508272858345,0.3014034542479654
85,41.680317641268616,48.91910041536384,0.3048731608865464
86,41.60315466467941,48.8292272658347,0.3025807793278252
87,41.673202938618196,48.90558947883508,0.3002626183490257
88,41.59115998214654,48.799459210639924,0.3008589794293287
89,41.15323906957932,48.273075369554405,0.3055861235437454
90,41.11602566199917,48.19984729418577,0.3100332040068385
91,40.793582150727374,47.85010884563681,0.3121270223665954
92,40.57011077121668,47.526581961564816,0.310525408188835
93,40.334959589240064,47.32179451151263,0.31200425682394684
94,40.440023525030206,47.34132709743806,0.3156155042001547
95,40.141536857111944,47.00003402871236,0.3200552385590719
96,40.23368935483136,47.04438229973104,0.32033896465150075
97,40.050905861722406,46.84960441496185,0.3210545764840888
98,39.944514304430385,46.78111056115998,0.3175950282030338
99,39.84019791319518,46.66328404918545,0.31745890496546425
